NIGATSU 8;08/02/2016;83O;8;08/02/2016;504O;8
NIGATSU 8;08/02/2016;83O;3;08/02/2016;504O;3
NIGATSU 8;08/02/2016;83O;8;09/02/2016;504O;8
NIGATSU 8;08/02/2016;83O;2;09/02/2016;504O;2
NIGATSU 9;09/02/2016;601O;8;09/02/2016;304O;8
NIGATSU 9;09/02/2016;601O;8;09/02/2016;304O;8
NIGATSU 9;09/02/2016;601O;6;09/02/2016;304O;6
NIGATSU 9;09/02/2016;601O;8;10/02/2016;304O;8
NIGATSU 9;09/02/2016;601O;2;10/02/2016;304O;2
NIGATSU 9;09/02/2016;83O;8;09/02/2016;504O;8
NIGATSU 9;09/02/2016;83O;3;09/02/2016;504O;3
NIGATSU 9;09/02/2016;83O;8;10/02/2016;504O;8
NIGATSU 9;09/02/2016;83O;2;10/02/2016;504O;2
NIGATSU 10;10/02/2016;601O;8;10/02/2016;304O;8
NIGATSU 10;10/02/2016;601O;8;10/02/2016;304O;8
NIGATSU 10;10/02/2016;601O;6;10/02/2016;304O;6
NIGATSU 10;10/02/2016;601O;8;11/02/2016;304O;8
NIGATSU 10;10/02/2016;601O;2;11/02/2016;304O;2
NIGATSU 10;10/02/2016;83O;8;10/02/2016;504O;8
NIGATSU 10;10/02/2016;83O;3;10/02/2016;504O;3
NIGATSU 10;10/02/2016;83O;8;11/02/2016;504O;8
NIGATSU 10;10/02/2016;83O;2;11/02/2016;504O;2
NIGATSU 11;11/02/2016;601O;8;11/02/2016;304O;8
NIGATSU 11;11/02/2016;601O;8;11/02/2016;304O;8
NIGATSU 11;11/02/2016;601O;6;11/02/2016;304O;6
NIGATSU 11;11/02/2016;601O;8;12/02/2016;304O;8
NIGATSU 11;11/02/2016;601O;2;12/02/2016;304O;2
NIGATSU 11;11/02/2016;83O;8;11/02/2016;504O;8
NIGATSU 11;11/02/2016;83O;3;11/02/2016;504O;3
NIGATSU 11;11/02/2016;83O;8;12/02/2016;504O;8
NIGATSU 11;11/02/2016;83O;2;12/02/2016;504O;2
NIGATSU 12;12/02/2016;601O;8;12/02/2016;304O;8
NIGATSU 12;12/02/2016;601O;8;12/02/2016;304O;8
NIGATSU 12;12/02/2016;601O;6;12/02/2016;304O;6
NIGATSU 12;12/02/2016;601O;8;13/02/2016;304O;8
NIGATSU 12;12/02/2016;601O;2;13/02/2016;304O;2
NIGATSU 12;12/02/2016;83O;8;12/02/2016;504O;8
NIGATSU 12;12/02/2016;83O;3;12/02/2016;504O;3
NIGATSU 12;12/02/2016;83O;8;13/02/2016;504O;8
