1/01/12;32;16;8;8;3;1
2/01/12;32;16;8;8;3;1
3/01/12;32;16;8;8;3;1
4/01/12;32;16;8;8;3;1
5/01/12;32;16;8;8;3;1
6/01/12;32;16;8;8;3;1
7/01/12;32;16;8;8;3;1
8/01/12;32;16;8;8;3;1
9/01/12;32;16;8;8;3;1
10/01/12;32;16;8;8;3;1
11/01/12;20;10;8;8;2;1
12/01/12;20;10;8;8;2;1
13/01/12;20;10;8;8;2;1
14/01/12;20;10;8;8;2;1
15/01/12;20;10;8;8;2;1
16/01/12;20;10;8;8;2;1
17/01/12;20;10;8;8;2;1
18/01/12;20;10;8;8;2;1
19/01/12;20;10;8;8;2;1
20/01/12;20;10;8;8;2;1
21/01/12;20;10;8;8;2;1
22/01/12;20;10;8;8;2;1
23/01/12;20;10;8;8;2;1
24/01/12;20;10;8;8;2;1
25/01/12;20;10;8;8;2;1
26/01/12;20;10;8;8;2;1
27/01/12;20;10;8;8;2;1
28/01/12;20;10;8;8;2;1
29/01/12;20;10;8;8;2;1
30/01/12;20;10;8;8;2;1
31/01/12;20;10;8;8;2;1
1/02/12;20;10;8;8;2;1
2/02/12;20;10;8;8;2;1
3/02/12;20;10;8;8;2;1
4/02/12;20;10;8;8;2;1
5/02/12;20;10;8;8;2;1
6/02/12;20;10;8;8;2;1
7/02/12;20;10;8;8;2;1
8/02/12;20;10;8;8;2;1
9/02/12;20;10;8;8;2;1
10/02/12;20;10;8;8;2;1
11/02/12;20;10;8;8;2;1
12/02/12;20;10;8;8;2;1
13/02/12;20;10;8;8;2;1
14/02/12;20;10;8;8;2;1
15/02/12;20;10;8;8;2;1
16/02/12;20;10;8;8;2;1
17/02/12;20;10;8;8;2;1
18/02/12;20;10;8;8;2;1
19/02/12;20;10;8;8;2;1
20/02/12;20;10;8;8;2;1
21/02/12;20;10;8;8;2;1
22/02/12;20;10;8;8;2;1
23/02/12;20;10;8;8;2;1
24/02/12;20;10;8;8;2;1
25/02/12;20;10;8;8;2;1
26/02/12;20;10;8;8;2;1
27/02/12;20;10;8;8;2;1
28/02/12;20;10;8;8;2;1
1/03/12;20;10;8;8;2;1
2/03/12;20;10;8;8;2;1
3/03/12;20;10;8;8;2;1
4/03/12;20;10;8;8;2;1
5/03/12;20;10;8;8;2;1
6/03/12;20;10;8;8;2;1
7/03/12;20;10;8;8;2;1
8/03/12;20;10;8;8;2;1
9/03/12;20;10;8;8;2;1
10/03/12;20;10;8;8;2;1
11/03/12;20;10;8;8;2;1
12/03/12;20;10;8;8;2;1
13/03/12;20;10;8;8;2;1
14/03/12;20;10;8;8;2;1
15/03/12;20;10;8;8;2;1
16/03/12;20;10;8;8;2;1
17/03/12;20;10;8;8;2;1
18/03/12;20;10;8;8;2;1
19/03/12;20;10;8;8;2;1
20/03/12;20;10;8;8;2;1
21/03/12;24;12;8;8;2;1
22/03/12;24;12;8;8;2;1
23/03/12;32;16;8;8;3;1
24/03/12;42;22;8;8;3;1
25/03/12;60;42;8;8;4;1
26/03/12;60;42;8;8;4;1
27/03/12;60;42;8;8;4;1
28/03/12;90;50;8;8;7;1
29/03/12;90;50;8;8;7;1
30/03/12;60;42;8;8;4;1
31/03/12;60;42;8;8;4;1
1/04/12;24;12;8;8;2;1
2/04/12;24;12;8;8;2;1
3/04/12;24;12;8;8;2;1
4/04/12;24;12;8;8;2;1
5/04/12;24;12;8;8;2;1
6/04/12;24;12;8;8;2;1
7/04/12;24;12;8;8;2;1
8/04/12;24;12;8;8;2;1
9/04/12;24;12;8;8;2;1
10/04/12;24;12;8;8;2;1
11/04/12;24;12;8;8;2;1
12/04/12;24;12;8;8;2;1
13/04/12;24;12;8;8;2;1
14/04/12;24;12;8;8;2;1
15/04/12;30;15;8;8;3;1
16/04/12;30;15;8;8;3;1
17/04/12;30;15;8;8;3;1
18/04/12;30;15;8;8;3;1
19/04/12;30;15;8;8;3;1
20/04/12;30;15;8;8;3;1
21/04/12;30;15;8;8;3;1
22/04/12;30;15;8;8;3;1
23/04/12;30;15;8;8;3;1
24/04/12;30;15;8;8;3;1
25/04/12;30;15;8;8;3;1
26/04/12;30;15;8;8;3;1
27/04/12;30;15;8;8;3;1
28/04/12;30;15;8;8;3;1
29/04/12;30;15;8;8;3;1
30/04/12;30;15;8;8;3;1
1/05/12;30;15;8;8;3;1
