1/01/15;33;16;11;10
2/01/15;33;16;11;10
3/01/15;33;16;11;10
4/01/15;33;16;11;10
5/01/15;33;16;11;10
6/01/15;33;16;11;10
7/01/15;33;16;11;10
8/01/15;33;16;11;10
9/01/15;33;16;11;10
10/01/15;33;16;11;10
11/01/15;22;10;11;10
12/01/15;22;10;11;10
13/01/15;22;10;11;10
14/01/15;22;10;11;10
15/01/15;22;10;11;10
16/01/15;22;10;11;10
17/01/15;22;10;11;10
18/01/15;22;10;11;10
19/01/15;22;10;11;10
20/01/15;22;10;11;10
21/01/15;22;10;11;10
22/01/15;22;10;11;10
23/01/15;22;10;11;10
24/01/15;22;10;11;10
25/01/15;22;10;11;10
26/01/15;22;10;11;10
27/01/15;22;10;11;10
28/01/15;22;10;11;10
29/01/15;22;10;11;10
30/01/15;22;10;11;10
31/01/15;22;10;11;10
1/02/15;22;10;11;10
2/02/15;22;10;11;10
3/02/15;22;10;11;10
4/02/15;22;10;11;10
5/02/15;22;10;11;10
6/02/15;22;10;11;10
7/02/15;22;10;11;10
8/02/15;22;10;11;10
9/02/15;22;10;11;10
10/02/15;22;10;11;10
11/02/15;22;10;11;10
12/02/15;22;10;11;10
13/02/15;22;10;11;10
14/02/15;22;10;11;10
15/02/15;22;10;11;10
16/02/15;22;10;11;10
17/02/15;22;10;11;10
18/02/15;22;10;11;10
19/02/15;22;10;11;10
20/02/15;22;10;11;10
21/02/15;22;10;11;10
22/02/15;22;10;11;10
23/02/15;22;10;11;10
24/02/15;22;10;11;10
25/02/15;22;10;11;10
26/02/15;22;10;11;10
27/02/15;22;10;11;10
28/02/15;22;10;11;10
1/03/15;22;10;11;10
2/03/15;22;10;11;10
3/03/15;22;10;11;10
4/03/15;22;10;11;10
5/03/15;22;10;11;10
6/03/15;22;10;11;10
7/03/15;22;10;11;10
8/03/15;22;10;11;10
9/03/15;22;10;11;10
10/03/15;22;10;11;10
11/03/15;27;12;11;10
12/03/15;27;12;11;10
13/03/15;27;12;11;10
14/03/15;27;12;11;10
15/03/15;27;12;11;10
16/03/15;27;12;11;10
17/03/15;32;15;11;10
18/03/15;32;15;11;10
19/03/15;32;15;11;10
20/03/15;32;15;11;10
21/03/15;32;15;11;10
22/03/15;32;15;11;10
23/03/15;32;15;11;10
24/03/15;32;15;11;10
25/03/15;32;15;11;10
26/03/15;32;15;11;10
27/03/15;32;15;11;10
28/03/15;35;16;11;10
29/03/15;45;22;11;10
30/03/15;64;42;11;10
31/03/15;64;42;11;10
1/04/15;64;42;11;10
2/04/15;97;50;11;10
3/04/15;97;50;11;10
4/04/15;64;42;11;10
5/04/15;64;42;11;10
6/04/15;33;15;11;10
7/04/15;33;15;11;10
8/04/15;33;15;11;10
9/04/15;33;15;11;10
10/04/15;33;15;11;10
11/04/15;33;15;11;10
12/04/15;33;15;11;10
13/04/15;33;15;11;10
14/04/15;33;15;11;10
15/04/15;33;15;11;10
16/04/15;33;15;11;10
17/04/15;33;15;11;10
18/04/15;33;15;11;10
19/04/15;33;15;11;10
20/04/15;33;15;11;10
21/04/15;33;15;11;10
22/04/15;33;15;11;10
23/04/15;33;15;11;10
24/04/15;33;15;11;10
25/04/15;33;15;11;10
26/04/15;33;15;11;10
27/04/15;33;15;11;10
28/04/15;33;15;11;10
29/04/15;33;15;11;10
30/04/15;33;15;11;10
1/05/15;36;17;11;10
2/05/15;36;17;11;10
3/05/15;36;17;11;10
4/05/15;36;17;11;10
5/05/15;36;17;11;10
6/05/15;36;17;11;10
7/05/15;36;17;11;10
8/05/15;36;17;11;10
9/05/15;36;17;11;10
10/05/15;36;17;11;10
11/05/15;36;17;11;10
12/05/15;36;17;11;10
13/05/15;36;17;11;10
14/05/15;36;17;11;10
15/05/15;36;17;11;10
16/05/15;36;17;11;10
