108433;41;OLLA - MAPI;01/01/2015;EJECUTIVO;10;44;MAPI - OLLA;01/01/2015;EJECUTIVO;10;LAN
108434;41;OLLA - MAPI;02/01/2015;EJECUTIVO;10;44;MAPI - OLLA;02/01/2015;EJECUTIVO;10;LAN
108435;41;OLLA - MAPI;03/01/2015;EJECUTIVO;10;44;MAPI - OLLA;03/01/2015;EJECUTIVO;10;LAN
108436;41;OLLA - MAPI;04/01/2015;EJECUTIVO;10;44;MAPI - OLLA;04/01/2015;EJECUTIVO;10;LAN
108437;41;OLLA - MAPI;05/01/2015;EJECUTIVO;10;44;MAPI - OLLA;05/01/2015;EJECUTIVO;10;LAN
108438;41;OLLA - MAPI;06/01/2015;EJECUTIVO;10;44;MAPI - OLLA;06/01/2015;EJECUTIVO;10;LAN
108439;41;OLLA - MAPI;07/01/2015;EJECUTIVO;10;44;MAPI - OLLA;07/01/2015;EJECUTIVO;10;LAN
108440;41;OLLA - MAPI;08/01/2015;EJECUTIVO;10;44;MAPI - OLLA;08/01/2015;EJECUTIVO;10;LAN
108441;41;OLLA - MAPI;09/01/2015;EJECUTIVO;10;44;MAPI - OLLA;09/01/2015;EJECUTIVO;10;LAN
108442;41;OLLA - MAPI;10/01/2015;EJECUTIVO;10;44;MAPI - OLLA;10/01/2015;EJECUTIVO;10;LAN
108443;41;OLLA - MAPI;11/01/2015;EJECUTIVO;10;44;MAPI - OLLA;11/01/2015;EJECUTIVO;10;LAN
108444;41;OLLA - MAPI;12/01/2015;EJECUTIVO;10;44;MAPI - OLLA;12/01/2015;EJECUTIVO;10;LAN
108445;41;OLLA - MAPI;13/01/2015;EJECUTIVO;10;44;MAPI - OLLA;13/01/2015;EJECUTIVO;10;LAN
108446;41;OLLA - MAPI;14/01/2015;EJECUTIVO;10;44;MAPI - OLLA;14/01/2015;EJECUTIVO;10;LAN
108447;41;OLLA - MAPI;15/01/2015;EJECUTIVO;10;44;MAPI - OLLA;15/01/2015;EJECUTIVO;10;LAN
108448;41;OLLA - MAPI;16/01/2015;EJECUTIVO;10;44;MAPI - OLLA;16/01/2015;EJECUTIVO;10;LAN
108449;41;OLLA - MAPI;17/01/2015;EJECUTIVO;10;44;MAPI - OLLA;17/01/2015;EJECUTIVO;10;LAN
108450;41;OLLA - MAPI;18/01/2015;EJECUTIVO;10;44;MAPI - OLLA;18/01/2015;EJECUTIVO;10;LAN
